"","college","income","overage","leftover","house","handset_price","over_15mins_calls_per_month","average_call_duration","reported_satisfaction","reported_usage_level","considering_change_of_plan","leave"
"598","zero",40372,234,0,413083,338,20,8,"very_sat","little","no","LEAVE"
"606","zero",52263,0,0,327165,299,4,10,"very_sat","very_high","never_thought","STAY"
"619","zero",36332,62,82,518500,194,0,2,"very_sat","very_high","no","LEAVE"
"624","zero",20116,56,80,836858,153,3,2,"very_unsat","high","considering","STAY"
"635","one",125315,230,66,234943,432,11,1,"very_unsat","little","never_thought","STAY"
"637","one",22781,76,8,533608,158,4,5,"very_unsat","very_high","considering","LEAVE"
"640","one",146338,76,18,910072,448,3,6,"very_sat","very_little","considering","LEAVE"
"641","zero",154039,161,0,241154,558,16,10,"very_unsat","high","considering","LEAVE"
"646","zero",20585,78,0,169936,146,5,2,"avg","little","no","STAY"
"647","one",132878,194,11,896093,573,16,6,"unsat","little","no","LEAVE"
"651","zero",29182,0,0,405188,187,15,14,"unsat","avg","perhaps","STAY"
"652","one",33602,80,85,158601,146,3,2,"very_unsat","little","no","STAY"
"659","zero",79263,151,0,182288,369,15,14,"very_sat","very_little","no","LEAVE"
"662","zero",35923,52,0,260407,211,4,15,"very_sat","very_high","no","STAY"
"666","zero",86744,215,0,202304,258,14,8,"very_unsat","little","considering","LEAVE"
"667","zero",126690,0,85,541376,887,0,1,"very_sat","very_high","never_thought","LEAVE"
"668","one",122367,63,0,494162,538,5,14,"very_unsat","very_high","actively_looking_into_it","STAY"
"672","zero",74745,0,39,872711,265,21,2,"sat","very_high","considering","STAY"
"677","zero",151097,63,0,454280,887,4,8,"sat","little","no","LEAVE"
"678","one",34769,200,77,430378,188,12,6,"very_unsat","very_little","considering","LEAVE"
"687","one",148720,150,77,379730,587,28,1,"very_unsat","very_little","no","LEAVE"
"688","one",50621,0,17,789157,285,0,4,"very_sat","little","considering","LEAVE"
"695","zero",146701,0,0,270434,203,1,14,"unsat","very_high","actively_looking_into_it","STAY"
"698","one",23013,0,0,471997,152,1,10,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"700","zero",75567,67,19,350487,351,0,6,"very_unsat","very_little","never_thought","STAY"
"701","zero",36115,0,0,176533,211,1,12,"very_unsat","little","no","LEAVE"
"704","zero",96388,82,0,895615,326,3,12,"very_sat","little","considering","STAY"
"711","one",48239,0,24,221907,573,0,6,"very_unsat","high","actively_looking_into_it","STAY"
"713","zero",143657,64,0,875606,867,3,10,"very_unsat","avg","considering","STAY"
"721","one",115824,256,29,833829,640,0,1,"very_unsat","little","considering","LEAVE"
"725","zero",33526,191,0,679863,210,21,9,"avg","very_little","actively_looking_into_it","STAY"
"730","one",90687,0,0,389556,390,1,12,"avg","very_high","actively_looking_into_it","STAY"
"732","one",122762,37,0,847171,275,5,14,"unsat","very_little","no","LEAVE"
"733","one",155302,81,6,324688,448,3,6,"very_sat","little","actively_looking_into_it","STAY"
"734","zero",46723,0,0,334592,711,1,8,"unsat","little","considering","LEAVE"
"760","zero",35603,163,17,553814,174,29,6,"very_unsat","little","considering","LEAVE"
"780","one",138728,38,13,433691,674,3,5,"very_unsat","little","considering","STAY"
"783","one",101612,0,59,222450,587,1,1,"very_sat","very_high","no","LEAVE"
"785","one",101722,0,5,565632,557,0,6,"very_sat","very_high","considering","STAY"
"788","zero",94167,61,54,913781,261,5,1,"very_sat","very_little","considering","STAY"
"810","one",113661,191,74,419412,525,21,2,"very_unsat","little","considering","LEAVE"
"818","zero",74505,66,17,200009,285,5,4,"unsat","very_little","no","LEAVE"
"819","one",43389,68,0,902410,132,5,8,"very_sat","very_high","considering","STAY"
"823","one",155625,172,12,907618,885,26,5,"very_sat","little","perhaps","LEAVE"
"827","zero",69467,0,5,339885,347,1,6,"very_sat","very_high","actively_looking_into_it","LEAVE"
"833","zero",157428,0,74,173237,756,0,1,"unsat","little","actively_looking_into_it","STAY"
"849","zero",80047,66,0,325441,304,3,14,"sat","little","never_thought","LEAVE"
"850","one",37075,50,8,265813,191,4,5,"unsat","very_high","considering","LEAVE"
"861","one",35329,53,76,834713,228,4,1,"very_unsat","very_high","actively_looking_into_it","STAY"
"876","zero",40964,0,13,260822,189,0,13,"unsat","little","considering","STAY"
"887","zero",94045,64,57,686495,290,3,9,"very_sat","little","actively_looking_into_it","LEAVE"
"896","one",139124,0,0,159278,649,1,9,"unsat","very_high","no","STAY"
"900","zero",41954,0,49,598144,247,0,1,"unsat","little","actively_looking_into_it","LEAVE"
"902","zero",63521,70,39,918314,366,5,2,"unsat","very_little","never_thought","STAY"
"906","one",118878,227,35,670600,576,17,2,"very_unsat","very_little","no","STAY"
"908","zero",122841,201,77,158910,754,0,1,"very_sat","very_little","considering","LEAVE"
"913","one",49258,207,22,718538,152,17,5,"sat","very_high","considering","STAY"
"921","one",157813,192,48,687840,504,12,1,"very_unsat","high","actively_looking_into_it","LEAVE"
"924","zero",38129,57,14,819742,176,5,6,"sat","high","perhaps","STAY"
"925","one",57011,60,0,735588,357,5,14,"sat","very_little","actively_looking_into_it","STAY"
"928","zero",54024,0,0,189887,373,1,14,"very_sat","very_high","considering","STAY"
"929","one",23756,184,0,927687,197,15,10,"very_unsat","very_little","no","LEAVE"
"938","one",93675,64,7,168842,308,0,4,"unsat","high","considering","LEAVE"
"941","one",39503,232,83,505436,880,3,1,"very_sat","little","no","LEAVE"
"943","zero",112445,0,85,431250,572,1,13,"very_unsat","little","perhaps","LEAVE"
"945","zero",91083,0,0,408320,312,1,10,"very_sat","little","actively_looking_into_it","LEAVE"
"946","one",38628,0,0,860713,201,1,12,"very_unsat","very_little","considering","STAY"
"953","zero",35859,68,29,340882,536,5,4,"very_sat","little","no","LEAVE"
"961","zero",42430,69,31,286600,131,1,2,"very_unsat","avg","actively_looking_into_it","LEAVE"
"962","zero",158516,0,43,306076,659,3,2,"very_unsat","very_high","no","LEAVE"
"965","zero",99887,63,23,535456,205,0,6,"very_sat","little","actively_looking_into_it","STAY"
"979","one",60463,35,7,723637,208,3,4,"very_unsat","little","considering","STAY"
"982","one",92014,0,0,203037,302,1,15,"unsat","very_little","no","LEAVE"
"984","zero",45273,89,23,240120,208,22,6,"very_unsat","very_little","considering","LEAVE"
"990","zero",51515,228,18,197285,336,21,6,"unsat","high","considering","LEAVE"
"1013","zero",33988,0,15,314777,247,0,4,"unsat","very_little","considering","STAY"
"1031","one",61669,210,22,470448,351,24,6,"very_unsat","very_little","never_thought","LEAVE"
"1032","one",114645,59,22,620718,450,5,4,"avg","little","actively_looking_into_it","STAY"
"1033","one",25893,0,19,888231,245,0,4,"very_unsat","little","never_thought","STAY"
"1043","one",88405,204,24,270004,313,16,4,"very_unsat","little","considering","STAY"
"1046","zero",34527,52,57,328420,160,3,1,"unsat","little","considering","STAY"
"1049","one",108677,164,23,465720,535,24,4,"unsat","very_high","actively_looking_into_it","LEAVE"
"1050","zero",73061,53,0,272228,339,5,8,"very_sat","little","no","LEAVE"
"1054","one",54508,154,12,438855,255,16,5,"avg","little","considering","LEAVE"
"1055","one",21828,188,87,801794,132,4,1,"avg","very_high","considering","LEAVE"
"1061","one",127232,74,12,999413,850,5,6,"very_sat","very_high","no","LEAVE"
"1065","one",37456,230,0,330804,185,18,1,"avg","very_little","no","LEAVE"
"1066","one",20273,0,30,213798,138,0,5,"very_sat","very_high","actively_looking_into_it","STAY"
"1070","zero",135822,0,0,264297,600,1,9,"very_unsat","high","considering","LEAVE"
"1080","zero",95011,148,65,786170,266,25,1,"very_unsat","little","actively_looking_into_it","STAY"
"1081","zero",28048,0,11,277688,179,1,5,"very_sat","very_little","no","STAY"
"1086","one",142422,179,13,579963,773,28,5,"very_sat","very_high","perhaps","LEAVE"
"1090","one",41511,163,5,935854,216,13,6,"very_sat","very_high","actively_looking_into_it","STAY"
"1098","one",66746,0,19,282167,381,1,1,"very_unsat","very_little","considering","STAY"
"1100","zero",145979,73,0,633407,743,5,15,"unsat","little","no","LEAVE"
"1101","zero",138333,0,72,156327,702,0,1,"very_unsat","little","considering","LEAVE"
"1104","zero",75770,84,74,159720,322,5,1,"very_unsat","little","considering","LEAVE"
"1118","zero",113659,83,82,262152,849,5,11,"very_unsat","little","actively_looking_into_it","STAY"
"1122","one",89327,86,7,610783,385,3,5,"very_unsat","very_high","no","STAY"
"1128","one",20461,0,74,563178,176,1,1,"very_unsat","little","considering","LEAVE"
"1131","zero",44312,0,54,304388,256,1,2,"unsat","very_little","no","STAY"
"1133","zero",141473,42,45,944669,721,28,2,"very_unsat","very_high","considering","STAY"
"1136","one",59458,0,0,815034,315,0,11,"unsat","little","perhaps","STAY"
"1137","zero",43787,184,6,467486,162,21,6,"very_unsat","high","no","LEAVE"
"1139","zero",130360,204,0,248558,788,18,15,"very_unsat","high","considering","STAY"
"1151","one",76683,43,39,221797,265,3,2,"unsat","very_little","considering","STAY"
"1155","one",36582,0,0,582900,170,0,11,"very_unsat","little","perhaps","STAY"
"1160","zero",69417,52,88,686029,331,3,2,"very_unsat","little","actively_looking_into_it","LEAVE"
"1164","one",146526,231,0,453768,863,23,4,"unsat","little","considering","LEAVE"
"1165","one",44176,149,24,490186,204,26,1,"very_sat","little","considering","LEAVE"
"1169","zero",102054,0,0,776684,607,1,11,"avg","very_little","actively_looking_into_it","LEAVE"
"1174","one",88715,0,73,686122,305,0,1,"very_sat","very_little","considering","STAY"
"1183","zero",41553,60,0,553794,235,26,8,"avg","high","no","LEAVE"
"1186","zero",37954,82,0,479005,210,3,13,"avg","very_high","perhaps","LEAVE"
"1188","one",87068,0,0,287007,325,0,13,"very_sat","high","actively_looking_into_it","STAY"
"1192","zero",43645,0,31,251772,169,1,2,"very_sat","very_little","actively_looking_into_it","STAY"
"1195","one",148739,210,16,309014,521,14,4,"very_sat","high","considering","LEAVE"
"1198","zero",146145,0,31,848344,616,20,1,"very_unsat","very_little","no","LEAVE"
"1202","one",36593,0,23,217625,156,1,5,"very_sat","very_little","considering","STAY"
"1215","zero",75294,76,0,972214,256,4,11,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"1216","one",63505,62,86,375884,328,4,2,"very_unsat","very_little","considering","LEAVE"
"1220","zero",75412,207,64,503451,360,24,1,"avg","little","no","LEAVE"
"1229","one",106255,0,82,424548,789,1,1,"very_sat","high","actively_looking_into_it","LEAVE"
"1236","zero",34716,194,0,264677,449,23,8,"very_unsat","high","considering","STAY"
"1238","one",119256,64,67,719104,785,10,1,"very_unsat","little","considering","STAY"
"1240","one",135636,0,18,529808,705,1,6,"sat","very_high","considering","STAY"
"1243","one",49199,80,8,260779,162,5,5,"very_unsat","little","actively_looking_into_it","STAY"
"1250","one",87003,86,0,272147,383,11,9,"very_unsat","very_high","never_thought","LEAVE"
"1252","one",38797,0,12,239443,222,1,4,"very_sat","little","considering","STAY"
"1260","one",67885,0,0,380767,318,1,11,"very_unsat","little","no","LEAVE"
"1262","zero",126817,0,18,615627,475,1,6,"very_sat","high","considering","STAY"
"1269","zero",24471,0,18,497977,437,0,5,"very_unsat","very_high","no","STAY"
"1270","one",152564,194,0,978369,434,24,12,"very_sat","high","never_thought","LEAVE"
"1274","one",120453,0,7,500855,788,1,5,"very_sat","very_high","no","STAY"
"1277","zero",91020,211,34,937774,260,14,2,"unsat","little","actively_looking_into_it","STAY"
"1281","zero",148352,61,0,174512,661,4,13,"sat","little","actively_looking_into_it","LEAVE"
"1285","zero",67429,190,50,698659,385,25,2,"unsat","very_little","no","STAY"
"1297","zero",75902,67,29,458245,316,1,1,"sat","little","actively_looking_into_it","LEAVE"
"1300","one",103470,0,34,190119,266,1,2,"unsat","very_little","considering","LEAVE"
"1308","zero",70483,52,0,197317,372,22,9,"very_sat","very_little","considering","STAY"
"1310","one",158196,0,39,583726,161,0,1,"sat","little","no","STAY"
"1315","zero",50644,173,26,153888,316,4,1,"unsat","little","actively_looking_into_it","LEAVE"
"1316","one",48392,0,22,400141,162,24,5,"very_unsat","high","never_thought","LEAVE"
"1318","zero",102553,44,0,470582,607,3,10,"very_sat","very_high","never_thought","STAY"
"1320","one",22881,65,0,622765,178,5,5,"very_sat","high","considering","STAY"
"1332","one",33888,55,24,450305,241,4,4,"avg","very_high","actively_looking_into_it","LEAVE"
"1344","zero",68630,71,6,474833,268,4,6,"very_unsat","very_high","considering","STAY"
"1351","one",89057,209,14,538522,268,18,6,"very_sat","very_little","actively_looking_into_it","LEAVE"
"1355","one",31313,202,0,486774,380,10,8,"very_unsat","avg","considering","STAY"
"1360","zero",123991,172,18,887860,507,14,6,"very_unsat","little","considering","LEAVE"
"1361","one",118853,0,0,241355,219,0,12,"very_unsat","little","considering","STAY"
"1366","one",63267,47,63,187435,134,4,2,"very_unsat","very_high","considering","STAY"
"1369","one",68553,65,60,759128,307,4,1,"very_unsat","very_little","considering","STAY"
"1375","zero",132326,216,0,511945,553,17,15,"very_unsat","very_little","no","LEAVE"
"1383","zero",35011,0,6,409496,234,1,6,"unsat","little","no","STAY"
"1384","zero",28483,219,39,237307,245,14,1,"unsat","little","actively_looking_into_it","LEAVE"
"1387","one",71624,243,81,456756,599,16,1,"very_sat","very_high","never_thought","STAY"
"1402","zero",29591,254,13,429243,158,3,4,"unsat","little","actively_looking_into_it","STAY"
"1411","zero",130651,208,0,265838,508,15,9,"very_sat","very_little","never_thought","STAY"
"1417","zero",139144,0,0,459042,816,0,13,"unsat","very_little","actively_looking_into_it","LEAVE"
"1425","one",153774,44,10,609472,653,5,4,"unsat","very_little","actively_looking_into_it","STAY"
"1429","one",79741,0,22,152366,331,0,6,"very_sat","little","considering","STAY"
"1431","zero",144980,209,16,276242,806,21,5,"very_unsat","very_high","considering","LEAVE"
"1436","zero",63449,55,0,484864,374,13,9,"avg","very_high","considering","STAY"
"1441","zero",145346,52,0,894660,834,4,15,"unsat","very_high","never_thought","STAY"
"1455","zero",42783,68,0,764424,187,3,15,"very_sat","very_high","considering","STAY"
"1469","one",43203,36,23,689649,134,4,4,"very_sat","little","considering","STAY"
"1485","zero",116566,177,0,283892,454,10,14,"unsat","little","considering","LEAVE"
"1495","zero",48823,0,0,871163,169,0,10,"very_unsat","high","actively_looking_into_it","STAY"
"1499","one",28654,0,21,738157,196,1,4,"very_sat","very_high","considering","STAY"
"1500","zero",31365,96,0,185804,196,5,10,"very_sat","high","no","STAY"
"1510","zero",108337,0,52,528945,871,4,1,"very_unsat","very_high","considering","LEAVE"
"1514","one",52716,0,58,226881,513,1,11,"very_unsat","very_high","no","STAY"
"1518","one",125702,0,0,173819,488,1,15,"unsat","little","actively_looking_into_it","STAY"
"1519","zero",36845,0,82,518959,181,1,2,"avg","very_little","considering","STAY"
"1524","one",42814,0,0,742880,220,1,14,"avg","avg","actively_looking_into_it","LEAVE"
"1526","one",23661,96,63,365271,155,5,1,"very_sat","little","considering","STAY"
"1531","zero",118653,193,62,158038,725,28,1,"very_unsat","little","considering","LEAVE"
"1537","zero",26598,62,65,810405,200,3,1,"avg","very_high","considering","STAY"
"1539","zero",109506,0,0,616743,503,0,12,"very_sat","little","actively_looking_into_it","LEAVE"
"1543","one",43650,235,58,195167,181,24,1,"very_unsat","little","considering","LEAVE"
"1549","zero",29932,156,0,292458,244,25,4,"very_unsat","very_little","considering","LEAVE"
"1553","one",87108,0,7,275532,334,4,4,"avg","very_little","actively_looking_into_it","STAY"
"1554","one",151357,54,58,201063,539,3,1,"sat","little","actively_looking_into_it","LEAVE"
"1563","zero",110206,22,16,866500,834,3,6,"very_sat","little","never_thought","LEAVE"
"1567","one",75707,78,24,598602,611,5,15,"very_unsat","very_high","perhaps","STAY"
"1568","zero",128327,0,42,293558,737,1,2,"unsat","little","no","LEAVE"
"1570","zero",61523,0,58,735595,306,0,1,"very_unsat","little","no","STAY"
"1571","zero",53208,0,16,984236,263,1,4,"very_sat","little","no","STAY"
"1583","one",107451,0,0,560680,674,1,9,"very_sat","very_high","no","STAY"
"1591","one",139262,0,0,475897,502,20,14,"sat","very_high","actively_looking_into_it","LEAVE"
"1595","one",112753,74,18,958752,806,3,4,"unsat","high","no","LEAVE"
"1600","zero",159451,179,5,596086,569,14,4,"unsat","high","considering","LEAVE"
"1636","one",78363,59,24,915874,398,5,5,"very_unsat","little","actively_looking_into_it","STAY"
"1650","zero",77498,65,47,909009,361,5,1,"very_unsat","little","actively_looking_into_it","LEAVE"
"1651","zero",99075,0,7,560963,309,0,6,"unsat","very_high","no","STAY"
"1652","zero",158626,40,55,656346,710,0,2,"sat","very_high","considering","STAY"
"1658","zero",123879,184,23,946813,740,14,4,"very_unsat","very_high","no","LEAVE"
"1659","zero",20048,169,32,540482,151,20,2,"unsat","very_high","considering","LEAVE"
"1664","one",122844,31,77,256516,578,1,1,"very_unsat","very_little","considering","LEAVE"
"1668","zero",46398,0,10,385088,284,1,4,"very_sat","very_little","actively_looking_into_it","STAY"
"1669","one",95585,65,0,524369,268,3,11,"avg","little","considering","STAY"
"1673","one",54583,202,0,889280,373,13,15,"very_unsat","little","considering","STAY"
"1680","zero",33003,202,18,181557,246,12,6,"avg","little","actively_looking_into_it","STAY"
"1686","zero",59777,226,8,901468,349,18,6,"very_unsat","very_little","actively_looking_into_it","STAY"
"1697","zero",83972,202,0,287152,344,19,9,"avg","very_little","actively_looking_into_it","LEAVE"
"1713","one",59856,0,0,439603,350,25,2,"very_unsat","very_little","perhaps","LEAVE"
"1718","zero",26946,54,0,742802,186,3,2,"very_unsat","very_high","no","STAY"
"1725","one",153016,52,9,829450,887,3,4,"sat","little","never_thought","STAY"
